,"CO2, ppm"
7/10/2019 15:02:56 ,930
7/10/2019 15:02:57 ,940
7/10/2019 15:02:58 ,950
7/10/2019 15:02:59 ,960
7/10/2019 15:03:00 ,970
7/10/2019 15:03:01 ,980
7/10/2019 15:03:02 ,990
7/10/2019 15:03:03 ,1000
7/10/2019 15:03:04 ,1020
7/10/2019 15:03:05 ,1030
7/10/2019 15:03:06 ,1040
7/10/2019 15:03:07 ,1060
7/10/2019 15:03:08 ,1070
7/10/2019 15:03:09 ,1080
7/10/2019 15:03:10 ,1090
7/10/2019 15:03:11 ,1100
7/10/2019 15:03:12 ,1110
7/10/2019 15:03:13 ,1120
7/10/2019 15:03:14 ,1140
7/10/2019 15:03:15 ,1150
7/10/2019 15:03:16 ,1160
7/10/2019 15:03:17 ,1170
7/10/2019 15:03:18 ,1180
7/10/2019 15:03:19 ,1180
7/10/2019 15:03:20 ,1190
7/10/2019 15:03:21 ,1200
7/10/2019 15:03:22 ,1200
7/10/2019 15:03:23 ,1210
7/10/2019 15:03:24 ,1210
7/10/2019 15:03:25 ,1220
7/10/2019 15:03:26 ,1220
7/10/2019 15:03:27 ,1230
7/10/2019 15:03:28 ,1230
7/10/2019 15:03:29 ,1240
7/10/2019 15:03:30 ,1250
7/10/2019 15:03:31 ,1250
7/10/2019 15:03:32 ,1250
7/10/2019 15:03:33 ,1260
7/10/2019 15:03:34 ,1260
7/10/2019 15:03:35 ,1270
7/10/2019 15:03:36 ,1270
7/10/2019 15:03:37 ,1270
7/10/2019 15:03:38 ,1270
7/10/2019 15:03:39 ,1270
7/10/2019 15:03:40 ,1270
7/10/2019 15:03:41 ,1270
7/10/2019 15:03:42 ,1280
7/10/2019 15:03:43 ,1280
7/10/2019 15:03:44 ,1280
7/10/2019 15:03:45 ,1280
7/10/2019 15:03:46 ,1280
7/10/2019 15:03:47 ,1280
7/10/2019 15:03:48 ,1280
7/10/2019 15:03:49 ,1280
7/10/2019 15:03:50 ,1280
7/10/2019 15:03:51 ,1280
7/10/2019 15:03:52 ,1270
7/10/2019 15:03:53 ,1260
7/10/2019 15:03:54 ,1260
7/10/2019 15:03:55 ,1260
7/10/2019 15:03:56 ,1260
7/10/2019 15:03:57 ,1260
7/10/2019 15:03:58 ,1260
7/10/2019 15:03:59 ,1260
7/10/2019 15:04:00 ,1260
7/10/2019 15:04:01 ,1250
7/10/2019 15:04:02 ,1250
7/10/2019 15:04:03 ,1250
7/10/2019 15:04:04 ,1260
7/10/2019 15:04:05 ,1260
7/10/2019 15:04:06 ,1260
7/10/2019 15:04:07 ,1260
7/10/2019 15:04:08 ,1260
7/10/2019 15:04:09 ,1270
7/10/2019 15:04:10 ,1270
7/10/2019 15:04:11 ,1280
7/10/2019 15:04:12 ,1290
7/10/2019 15:04:13 ,1290
7/10/2019 15:04:14 ,1300
7/10/2019 15:04:15 ,1300
7/10/2019 15:04:16 ,1300
7/10/2019 15:04:17 ,1300
7/10/2019 15:04:18 ,1300
7/10/2019 15:04:19 ,1300
7/10/2019 15:04:20 ,1300
7/10/2019 15:04:21 ,1300
7/10/2019 15:04:22 ,1300
7/10/2019 15:04:23 ,1300
7/10/2019 15:04:24 ,1290
7/10/2019 15:04:25 ,1290
7/10/2019 15:04:26 ,1290
7/10/2019 15:04:27 ,1280
7/10/2019 15:04:28 ,1280
7/10/2019 15:04:29 ,1280
7/10/2019 15:04:30 ,1280
7/10/2019 15:04:31 ,1280
7/10/2019 15:04:32 ,1290
7/10/2019 15:04:33 ,1300
7/10/2019 15:04:34 ,1300
7/10/2019 15:04:35 ,1310
7/10/2019 15:04:36 ,1320
7/10/2019 15:04:37 ,1340
7/10/2019 15:04:38 ,1350
7/10/2019 15:04:39 ,1370
7/10/2019 15:04:40 ,1380
7/10/2019 15:04:41 ,1390
7/10/2019 15:04:42 ,1410
7/10/2019 15:04:43 ,1420
7/10/2019 15:04:44 ,1440
7/10/2019 15:04:45 ,1450
7/10/2019 15:04:46 ,1460
7/10/2019 15:04:47 ,1470
7/10/2019 15:04:48 ,1480
7/10/2019 15:04:49 ,1480
7/10/2019 15:04:50 ,1490
7/10/2019 15:04:51 ,1490
7/10/2019 15:04:52 ,1490
7/10/2019 15:04:53 ,1500
7/10/2019 15:04:54 ,1500
7/10/2019 15:04:55 ,
7/10/2019 15:04:56 ,1510
7/10/2019 15:04:57 ,1510
